Gap_ID,Gap_Type,Start,End,Duration_Seconds,Previous_Segment_ID,Next_Segment_ID,Machine_Disposition,Human_Classification,Reviewer_A,Reviewer_B,Adjudication,Review_Status
G-0001,Lead,00:00:00.000,00:00:01.060,1.060,,S-0001,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0552,Internal,00:28:20.850,00:28:20.970,0.120,S-0672,S-0673,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0553,Internal,00:28:21.370,00:28:21.430,0.060,S-0673,S-0674,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0554,Internal,00:28:22.510,00:28:22.590,0.080,S-0674,S-0675,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0555,Internal,00:28:23.570,00:28:24.170,0.600,S-0675,S-0676,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0556,Internal,00:28:25.490,00:28:25.850,0.360,S-0676,S-0677,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0557,Internal,00:28:28.990,00:28:29.550,0.560,S-0678,S-0679,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0558,Internal,00:28:31.110,00:28:31.230,0.120,S-0679,S-0680,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0559,Internal,00:28:31.450,00:28:31.730,0.280,S-0680,S-0681,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0560,Internal,00:28:32.610,00:28:32.650,0.040,S-0681,S-0682,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0561,Internal,00:28:34.310,00:28:35.230,0.920,S-0682,S-0683,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0562,Internal,00:28:37.570,00:28:37.650,0.080,S-0683,S-0684,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0563,Internal,00:28:37.950,00:28:38.430,0.480,S-0684,S-0685,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0564,Internal,00:28:40.530,00:28:40.690,0.160,S-0685,S-0686,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0565,Internal,00:28:41.650,00:28:41.890,0.240,S-0686,S-0687,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0566,Internal,00:28:44.970,00:28:45.550,0.580,S-0688,S-0689,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0567,Internal,00:28:46.990,00:28:47.210,0.220,S-0689,S-0690,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0568,Internal,00:28:48.910,00:28:48.990,0.080,S-0690,S-0691,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0569,Internal,00:28:49.170,00:28:49.230,0.060,S-0691,S-0692,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0570,Internal,00:28:49.950,00:28:50.090,0.140,S-0692,S-0693,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0571,Internal,00:28:50.250,00:28:50.330,0.080,S-0693,S-0694,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0572,Internal,00:28:55.550,00:28:55.630,0.080,S-0696,S-0697,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0573,Internal,00:28:57.490,00:28:57.910,0.420,S-0697,S-0698,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0574,Internal,00:29:00.330,00:29:00.910,0.580,S-0698,S-0699,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0575,Internal,00:29:02.510,00:29:02.570,0.060,S-0699,S-0700,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0576,Internal,00:29:05.970,00:29:06.980,1.010,S-0700,S-0701,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0577,Internal,00:29:07.220,00:29:07.820,0.600,S-0701,S-0702,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0578,Internal,00:29:08.140,00:29:08.700,0.560,S-0702,S-0703,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0579,Internal,00:29:09.900,00:29:10.600,0.700,S-0703,S-0704,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0580,Internal,00:29:14.280,00:29:15.060,0.780,S-0704,S-0705,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0581,Internal,00:29:17.940,00:29:19.010,1.070,S-0705,S-0706,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0582,Internal,00:29:24.430,00:29:24.990,0.560,S-0707,S-0708,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0583,Internal,00:29:26.270,00:29:26.310,0.040,S-0708,S-0709,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0584,Internal,00:29:27.250,00:29:27.730,0.480,S-0709,S-0710,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0585,Internal,00:29:29.630,00:29:30.580,0.950,S-0710,S-0711,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0586,Internal,00:29:30.860,00:29:31.520,0.660,S-0711,S-0712,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0587,Internal,00:29:33.680,00:29:34.220,0.540,S-0712,S-0713,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0588,Internal,00:29:35.240,00:29:35.280,0.040,S-0713,S-0714,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0589,Internal,00:29:36.060,00:29:36.660,0.600,S-0714,S-0715,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0590,Internal,00:29:38.240,00:29:39.080,0.840,S-0715,S-0716,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0591,Internal,00:29:40.480,00:29:40.580,0.100,S-0716,S-0717,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0592,Internal,00:29:46.360,00:29:47.090,0.730,S-0718,S-0719,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0593,Internal,00:29:49.490,00:29:49.890,0.400,S-0719,S-0720,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0594,Internal,00:29:51.670,00:29:51.710,0.040,S-0720,S-0721,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0595,Internal,00:29:56.450,00:29:56.950,0.500,S-0721,S-0722,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0596,Internal,00:29:57.770,00:29:58.070,0.300,S-0722,S-0723,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0597,Internal,00:30:01.590,00:30:01.970,0.380,S-0723,S-0724,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0598,Internal,00:30:02.310,00:30:02.450,0.140,S-0724,S-0725,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0599,Internal,00:30:03.550,00:30:03.770,0.220,S-0725,S-0726,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0600,Internal,00:30:04.970,00:30:06.090,1.120,S-0726,S-0727,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0601,Internal,00:30:07.810,00:30:07.910,0.100,S-0727,S-0728,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0602,Internal,00:30:08.270,00:30:08.330,0.060,S-0728,S-0729,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0603,Internal,00:30:08.730,00:30:08.770,0.040,S-0729,S-0730,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0604,Internal,00:30:11.450,00:30:11.810,0.360,S-0730,S-0731,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0605,Internal,00:30:13.290,00:30:13.390,0.100,S-0731,S-0732,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0606,Internal,00:30:14.790,00:30:14.890,0.100,S-0732,S-0733,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0607,Internal,00:30:20.870,00:30:21.190,0.320,S-0734,S-0735,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0608,Internal,00:30:22.830,00:30:23.190,0.360,S-0735,S-0736,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0609,Internal,00:30:26.210,00:30:26.310,0.100,S-0736,S-0737,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0610,Internal,00:30:27.810,00:30:28.190,0.380,S-0737,S-0738,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0611,Internal,00:30:28.970,00:30:29.470,0.500,S-0738,S-0739,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0612,Internal,00:30:35.330,00:30:35.970,0.640,S-0740,S-0741,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0613,Internal,00:30:37.650,00:30:38.010,0.360,S-0741,S-0742,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0614,Internal,00:30:40.710,00:30:40.890,0.180,S-0742,S-0743,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0615,Internal,00:30:42.810,00:30:43.830,1.020,S-0743,S-0744,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0616,Internal,00:30:44.270,00:30:44.630,0.360,S-0744,S-0745,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0617,Internal,00:30:44.750,00:30:45.030,0.280,S-0745,S-0746,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0618,Internal,00:30:45.530,00:30:45.610,0.080,S-0746,S-0747,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0619,Internal,00:30:46.970,00:30:47.290,0.320,S-0747,S-0748,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0620,Internal,00:30:48.370,00:30:48.470,0.100,S-0748,S-0749,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0621,Internal,00:30:49.570,00:30:50.030,0.460,S-0749,S-0750,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0622,Internal,00:30:53.350,00:30:53.610,0.260,S-0751,S-0752,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0623,Internal,00:30:54.670,00:30:54.750,0.080,S-0752,S-0753,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0624,Internal,00:30:59.290,00:30:59.370,0.080,S-0754,S-0755,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0625,Internal,00:31:00.190,00:31:00.630,0.440,S-0755,S-0756,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0626,Internal,00:31:01.950,00:31:02.090,0.140,S-0756,S-0757,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0627,Internal,00:31:03.490,00:31:04.410,0.920,S-0757,S-0758,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0628,Internal,00:31:07.530,00:31:07.630,0.100,S-0759,S-0760,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0629,Internal,00:31:09.810,00:31:10.330,0.520,S-0760,S-0761,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0630,Internal,00:31:10.730,00:31:11.170,0.440,S-0761,S-0762,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0631,Internal,00:31:11.750,00:31:11.870,0.120,S-0762,S-0763,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0632,Internal,00:31:15.570,00:31:15.670,0.100,S-0764,S-0765,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0633,Internal,00:31:17.070,00:31:17.570,0.500,S-0765,S-0766,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0634,Internal,00:31:19.710,00:31:19.770,0.060,S-0766,S-0767,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0635,Internal,00:31:19.990,00:31:20.730,0.740,S-0767,S-0768,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0636,Internal,00:31:21.730,00:31:21.850,0.120,S-0768,S-0769,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0637,Internal,00:31:30.690,00:31:30.770,0.080,S-0771,S-0772,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0638,Internal,00:31:34.570,00:31:34.770,0.200,S-0772,S-0773,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0639,Internal,00:31:36.230,00:31:36.690,0.460,S-0773,S-0774,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0640,Internal,00:31:38.770,00:31:38.870,0.100,S-0774,S-0775,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0641,Internal,00:31:42.730,00:31:43.230,0.500,S-0775,S-0776,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0642,Internal,00:31:47.510,00:31:47.550,0.040,S-0776,S-0777,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0643,Internal,00:31:49.510,00:31:49.910,0.400,S-0777,S-0778,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0644,Internal,00:31:58.990,00:31:59.070,0.080,S-0780,S-0781,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0645,Internal,00:32:01.130,00:32:01.730,0.600,S-0781,S-0782,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0646,Internal,00:32:02.590,00:32:03.010,0.420,S-0782,S-0783,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0647,Internal,00:32:04.530,00:32:04.770,0.240,S-0783,S-0784,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0648,Internal,00:32:06.450,00:32:06.910,0.460,S-0784,S-0785,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0649,Internal,00:32:10.250,00:32:10.350,0.100,S-0785,S-0786,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0650,Internal,00:32:11.250,00:32:13.170,1.920,S-0786,S-0787,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0651,Internal,00:32:15.290,00:32:15.670,0.380,S-0787,S-0788,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0652,Internal,00:32:17.490,00:32:17.590,0.100,S-0789,S-0790,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0653,Internal,00:32:20.890,00:32:21.150,0.260,S-0790,S-0791,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0654,Internal,00:32:22.270,00:32:22.370,0.100,S-0791,S-0792,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0655,Internal,00:32:23.470,00:32:23.690,0.220,S-0792,S-0793,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0656,Internal,00:32:24.870,00:32:25.370,0.500,S-0793,S-0794,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0657,Internal,00:32:26.950,00:32:27.470,0.520,S-0794,S-0795,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0658,Internal,00:32:31.290,00:32:31.710,0.420,S-0795,S-0796,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0659,Internal,00:32:33.290,00:32:33.390,0.100,S-0796,S-0797,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0660,Internal,00:32:34.090,00:32:34.470,0.380,S-0797,S-0798,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0661,Internal,00:32:37.370,00:32:37.570,0.200,S-0798,S-0799,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0662,Internal,00:32:41.170,00:32:43.400,2.230,S-0800,S-0801,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0663,Internal,00:32:46.180,00:32:46.980,0.800,S-0801,S-0802,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0664,Internal,00:32:51.520,00:32:51.980,0.460,S-0802,S-0803,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0665,Internal,00:32:55.580,00:32:56.040,0.460,S-0803,S-0804,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0666,Internal,00:33:02.580,00:33:03.100,0.520,S-0804,S-0805,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0667,Internal,00:33:03.300,00:33:03.360,0.060,S-0805,S-0806,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0668,Internal,00:33:04.440,00:33:05.040,0.600,S-0806,S-0807,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0669,Internal,00:33:10.580,00:33:10.640,0.060,S-0808,S-0809,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0670,Internal,00:33:11.680,00:33:11.760,0.080,S-0809,S-0810,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0671,Internal,00:33:13.420,00:33:13.500,0.080,S-0810,S-0811,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0672,Internal,00:33:14.580,00:33:14.680,0.100,S-0811,S-0812,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0673,Internal,00:33:15.940,00:33:16.420,0.480,S-0812,S-0813,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0674,Internal,00:33:17.520,00:33:17.880,0.360,S-0813,S-0814,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0675,Internal,00:33:20.460,00:33:20.740,0.280,S-0814,S-0815,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0676,Internal,00:33:23.300,00:33:24.100,0.800,S-0815,S-0816,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0677,Internal,00:33:25.200,00:33:25.280,0.080,S-0816,S-0817,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0678,Internal,00:33:26.300,00:33:27.340,1.040,S-0817,S-0818,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0679,Internal,00:33:37.400,00:33:38.620,1.220,S-0820,S-0821,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0680,Internal,00:33:39.380,00:33:40.540,1.160,S-0821,S-0822,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0681,Internal,00:33:40.960,00:33:43.430,2.470,S-0822,S-0823,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0682,Internal,00:33:44.070,00:33:47.290,3.220,S-0823,S-0824,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0683,Internal,00:33:48.190,00:33:48.350,0.160,S-0824,S-0825,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0684,Internal,00:33:51.430,00:33:51.570,0.140,S-0825,S-0826,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0685,Internal,00:33:53.550,00:33:55.310,1.760,S-0826,S-0827,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0686,Internal,00:34:01.390,00:34:01.530,0.140,S-0827,S-0828,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0687,Internal,00:34:12.790,00:34:12.850,0.060,S-0829,S-0830,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0688,Internal,00:34:15.270,00:34:15.890,0.620,S-0830,S-0831,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0689,Internal,00:34:17.250,00:34:17.350,0.100,S-0831,S-0832,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0690,Internal,00:34:18.770,00:34:18.850,0.080,S-0832,S-0833,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0691,Internal,00:34:22.210,00:34:22.610,0.400,S-0833,S-0834,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0692,Internal,00:34:24.850,00:34:24.930,0.080,S-0834,S-0835,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0693,Internal,00:34:40.260,00:34:41.050,0.790,S-0837,S-0838,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0694,Internal,00:34:42.930,00:34:43.030,0.100,S-0838,S-0839,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0695,Internal,00:34:47.330,00:34:48.240,0.910,S-0839,S-0840,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0696,Internal,00:34:49.800,00:34:54.420,4.620,S-0840,S-0841,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0697,Internal,00:34:56.130,00:34:58.480,2.350,S-0841,S-0842,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0698,Internal,00:35:07.380,00:35:07.500,0.120,S-0843,S-0844,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0699,Internal,00:35:10.380,00:35:11.110,0.730,S-0844,S-0845,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0700,Internal,00:35:13.250,00:35:13.370,0.120,S-0845,S-0846,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0701,Internal,00:35:14.170,00:35:14.670,0.500,S-0846,S-0847,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0702,Internal,00:35:16.930,00:35:17.090,0.160,S-0847,S-0848,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0703,Internal,00:35:18.070,00:35:19.310,1.240,S-0848,S-0849,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0704,Internal,00:35:19.630,00:35:20.450,0.820,S-0849,S-0850,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0705,Internal,00:35:21.750,00:35:22.130,0.380,S-0850,S-0851,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0706,Internal,00:35:22.670,00:35:24.050,1.380,S-0851,S-0852,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0707,Internal,00:35:25.210,00:35:25.490,0.280,S-0852,S-0853,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0708,Internal,00:35:28.580,00:35:28.600,0.020,S-0853,S-0854,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0709,Internal,00:35:28.800,00:35:30.010,1.210,S-0854,S-0855,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0710,Internal,00:35:32.390,00:35:32.890,0.500,S-0856,S-0857,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0711,Internal,00:35:34.870,00:35:35.710,0.840,S-0857,S-0858,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0712,Internal,00:35:38.010,00:35:39.340,1.330,S-0858,S-0859,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0713,Internal,00:35:44.360,00:35:44.480,0.120,S-0861,S-0862,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0714,Internal,00:35:46.480,00:35:46.760,0.280,S-0862,S-0863,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0715,Internal,00:35:49.380,00:35:49.580,0.200,S-0863,S-0864,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0716,Internal,00:35:51.440,00:35:51.740,0.300,S-0864,S-0865,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0717,Internal,00:35:54.800,00:35:55.140,0.340,S-0865,S-0866,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0718,Internal,00:35:57.680,00:35:58.220,0.540,S-0866,S-0867,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0719,Internal,00:36:01.860,00:36:02.180,0.320,S-0867,S-0868,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0720,Internal,00:36:10.620,00:36:10.700,0.080,S-0870,S-0871,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0721,Internal,00:36:11.780,00:36:11.840,0.060,S-0871,S-0872,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0722,Internal,00:36:13.520,00:36:13.840,0.320,S-0872,S-0873,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0723,Internal,00:36:16.840,00:36:17.260,0.420,S-0873,S-0874,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0724,Internal,00:36:21.380,00:36:21.780,0.400,S-0874,S-0875,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0725,Internal,00:36:22.620,00:36:23.620,1.000,S-0875,S-0876,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0726,Internal,00:36:31.260,00:36:32.350,1.090,S-0877,S-0878,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0727,Internal,00:36:32.650,00:36:33.110,0.460,S-0878,S-0879,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0728,Internal,00:36:33.550,00:36:33.990,0.440,S-0879,S-0880,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0729,Internal,00:36:37.050,00:36:37.290,0.240,S-0880,S-0881,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0730,Internal,00:36:38.930,00:36:39.270,0.340,S-0881,S-0882,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0731,Internal,00:36:41.690,00:36:41.750,0.060,S-0882,S-0883,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0732,Internal,00:36:42.550,00:36:42.930,0.380,S-0883,S-0884,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0733,Internal,00:36:44.890,00:36:45.010,0.120,S-0884,S-0885,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0734,Internal,00:36:47.990,00:36:48.070,0.080,S-0885,S-0886,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0735,Internal,00:36:52.050,00:36:52.090,0.040,S-0886,S-0887,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
