Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0876,00:36:23.620,00:36:26.040,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כשנגיע לזה,",,"When we get to this point,",,Requirement,Control-linked,R-12; A-11; Q-06,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0876
S-0877,00:36:26.040,00:36:31.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ומה הם הכי טובים לסיפור שאנחנו נרצה אותו,",,"And what are the best for the story we want it to be,",,Requirement,Control-linked,R-12; A-11; Q-06,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0877
S-0878,00:36:32.350,00:36:32.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Requirement,Control-linked,R-12; A-11; Q-06,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0878
S-0879,00:36:33.110,00:36:33.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל,",,"But,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0879
S-0880,00:36:33.990,00:36:37.050,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן, זה נקודה חשובה,",,"Yes, this is an important point,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0880
S-0881,00:36:37.290,00:36:38.930,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל ההיבטים של פרטיות,",,"All aspects of privacy,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0881
S-0882,00:36:39.270,00:36:41.690,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל ההיבטים של דברים שהם יכולים להיות אונליין,",,"All aspects of things that can be online,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0882
S-0883,00:36:41.750,00:36:42.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וכל הדברים האלה,",,"And all these things,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0883
S-0884,00:36:42.930,00:36:44.890,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני חושבת שאנחנו מבינים שמטבע הדברים,",,"I think we understand that in reality,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0884
S-0885,00:36:45.010,00:36:47.990,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אנחנו לא יכולים לעשות בהם שימוש,",,"We cannot make use of them,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0885
S-0886,00:36:48.070,00:36:52.050,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"גם אם נותנים לנו אפשרות גישה אליהם,",,"Even if we are given access to them somehow,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0886
S-0887,00:36:52.090,00:36:52.770,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"באיזושהי צורה,",,"We cannot pass this on,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0887
S-0888,00:36:52.870,00:36:54.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אנחנו לא יכולים להעביר את זה הלאה,",,"The access is for us for research purposes,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0888
S-0889,00:36:54.650,00:36:57.210,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הגישה היא אלינו לצורך המחקר,",,And for the specific objectives that will be defined there.,,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0889
S-0890,00:36:57.310,00:37:01.050,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ולצורך המטרות הספציפיות שיוגדרו שם.,,"What I tried to do,",,Requirement,Control-linked,R-12; A-11,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0890
S-0891,00:37:01.810,00:37:03.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מה שניסיתי לעשות,",,"What I tried to do,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0891
S-0892,00:37:03.890,00:37:04.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן, דבר.",,"Okay, agreed.",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0892
S-0893,00:37:04.750,00:37:05.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עד כמה שאני יודע,",,"As far as I know,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0893
S-0894,00:37:05.590,00:37:07.370,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כרגע בסורוקא אין כזה אל אליהם,",,"Currently in Soroka there isn't such a thing for them,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0894
S-0895,00:37:07.590,00:37:08.150,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל אולי,",,"But maybe,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0895
S-0896,00:37:08.810,00:37:09.690,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל זה יגיע,",,"But it will come,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0896
S-0897,00:37:09.810,00:37:10.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אני חושב שזה יגיע.,,I think it will come.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0897
S-0898,00:37:12.190,00:37:13.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש אל אליהמים כאלה,",,"There are such gods for them,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0898
S-0899,00:37:13.530,00:37:15.230,Unresolved,Unknown,No automatic diarization; human audiovisual review required,למה סורוקא לא שמעים את זה?,,Why doesn't Soroka hear about this?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0899
S-0900,00:37:15.470,00:37:17.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה אולי עניין רגולטורי,",,"This might be a regulatory issue,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0900
S-0901,00:37:17.930,00:37:19.930,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ודברים מהסוג הזה.,,And things of this kind.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0901
S-0902,00:37:19.950,00:37:20.050,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ברור,",,"Clear,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0902
S-0903,00:37:20.330,00:37:20.850,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ברור,",,"Clear,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0903
S-0904,00:37:21.170,00:37:23.070,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה מה שקורה.,,This is what happens.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0904
S-0905,00:37:23.870,00:37:25.030,Unresolved,Unknown,No automatic diarization; human audiovisual review required,עכשיו אני בטוח להיכנס.,,Now I'm sure to enter.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0905
S-0906,00:37:25.030,00:37:26.190,Unresolved,Unknown,No automatic diarization; human audiovisual review required,שואל לי אם אתם מכירים?,,Asking if you know them?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0906
S-0907,00:37:26.570,00:37:27.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ובתיכולים אחרים,",,"And in other capacities,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0907
S-0908,00:37:29.230,00:37:30.230,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"על אליהם הם כאילו,",,"About whom they seem,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0908
S-0909,00:37:30.350,00:37:32.690,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הם כבר הכניסו את הטוכנולוגיה,",,They have already introduced the technology.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0909
S-0910,00:37:32.830,00:37:34.010,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"של כל מה שקושור ל-AI,",,"Regarding everything related to AI,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0910
S-0911,00:37:34.290,00:37:36.470,Unresolved,Unknown,No automatic diarization; human audiovisual review required,או שעדיין לא משתמשים בהם?,,or are they still not using them?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0911
S-0912,00:37:38.480,00:37:39.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אני לא יודע להגיד.,,I don't know how to say.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0912
S-0913,00:37:39.860,00:37:40.440,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אני לא יודע להגיד.,,I don't know how to say.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0913
S-0914,00:37:40.460,00:37:42.180,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני לא שאלתי בכללית,",,"I didn't ask the general public,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0914
S-0915,00:37:42.280,00:37:44.320,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל כשדיברתי,",,"but when I spoke with her,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0915
S-0916,00:37:44.880,00:37:45.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"איתה,",,"with her,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0916
S-0917,00:37:45.780,00:37:46.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כמו שאמרתי,",,"as I said,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0917
S-0918,00:37:48.160,00:37:49.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש לה גם כובע,",,"she also has a hat,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0918
S-0919,00:37:49.380,00:37:51.200,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שלא לגמרי הבנתי,",,"which I didn't quite understand,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0919
S-0920,00:37:51.520,00:37:52.380,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מהו,",,"what it is,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0920
S-0921,00:37:52.700,00:37:53.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בסטטיסטיקה,",,"in statistics,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0921
S-0922,00:37:53.540,00:37:54.780,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וכל מה שהיא דיברה אליו,",,"And everything she spoke to him about it,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0922
S-0923,00:37:55.100,00:37:57.420,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה איך מופעילים AI על הדברים האלה,",,"This is how AI operationalizes these things,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0923
S-0924,00:37:57.500,00:37:58.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"איך עושים את זה,",,"How they do this,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0924
S-0925,00:37:58.320,00:37:59.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז אני משערת,",,"So I speculate,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0925
S-0926,00:37:59.900,00:38:02.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,שהיא מבינה את ההשלכות של הדברים האלה.,,That she understands the implications of these things.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0926
S-0927,00:38:02.600,00:38:04.100,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מבחינת כללית,",,"From a general perspective,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0927
S-0928,00:38:04.200,00:38:05.000,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מה שיש להם,",,"What they have,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0928
S-0929,00:38:05.460,00:38:13.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה מידע על חמישה מיליון חולים חיים,",,"It's information about five million living patients,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0929
S-0930,00:38:13.260,00:38:15.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ועוד שלושה מיליון חולים,",,"And three million more patients,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0930
S-0931,00:38:16.120,00:38:16.940,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו מתים,",,"As if dead,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0931
S-0932,00:38:18.050,00:38:18.670,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שהיו חולים,",,"Who were patients,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0932
S-0933,00:38:18.730,00:38:19.110,Unresolved,Unknown,No automatic diarization; human audiovisual review required,מתישהו.,,At some point.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0933
S-0934,00:38:19.740,00:38:19.900,Unresolved,Unknown,No automatic diarization; human audiovisual review required,כן.,,Yes.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0934
S-0935,00:38:21.700,00:38:22.520,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שהכוונה היא,",,"The intention is,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0935
S-0936,00:38:22.760,00:38:24.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לכל הדייטה עליהם,",,"For all the diets they are on,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0936
S-0937,00:38:26.820,00:38:28.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כולל אשפוזים,",,"Including treatments,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0937
S-0938,00:38:29.000,00:38:30.000,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כולל בדיקות,",,"Including tests,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0938
S-0939,00:38:30.120,00:38:31.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כולל אבחנות,",,Including diagnoses.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0939
S-0940,00:38:31.880,00:38:35.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כולל דימות,",,"Including immunity,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0940
S-0941,00:38:35.760,00:38:37.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ששם יש להם קצת פחות,",,"where they have a bit less,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0941
S-0942,00:38:37.400,00:38:38.280,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל הנושא של רנדגד,",,"the entire Ranggd topic,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0942
S-0943,00:38:38.340,00:38:38.660,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"והכל,",,"and everything,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0943
S-0944,00:38:39.060,00:38:40.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"המערכת עוד לא לגמרי מחוברת,",,"the system is not fully connected yet,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0944
S-0945,00:38:40.580,00:38:43.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז יש להם את כל המידע,",,"so they have all the information,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0945
S-0946,00:38:43.700,00:38:44.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לפני,",,"before,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0946
S-0947,00:38:44.560,00:38:45.580,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל אין להם את התוצאות,",,"but they do not have the results,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0947
S-0948,00:38:45.660,00:38:47.460,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז יש להם די הרבה מידע,",,"so they have quite a lot of information,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0948
S-0949,00:38:47.560,00:38:48.740,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לדברים האלה.,,for these things.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0949
S-0950,00:38:50.080,00:38:51.380,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כמובן שהם לא יוכלו,",,"Of course, they cannot,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0950
S-0951,00:38:51.980,00:38:52.500,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו,",,"as if,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0951
S-0952,00:38:52.580,00:38:53.800,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הם לא מעבירים לנו את זה,",,"they are not passing it to us,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0952
S-0953,00:38:54.040,00:38:55.620,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וכמובן שהם לא יוכלו,",,"and of course, they cannot,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0953
S-0954,00:38:56.660,00:38:59.660,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הם כן יכולים להבטיח גישה לנו,",,"they can ensure access for us,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0954
S-0955,00:38:59.820,00:39:01.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"צריך לבדוק מה צריך,",,"we need to check what is required,",,Requirement,Control-linked,R-12; Q-09,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0955
S-0956,00:39:01.860,00:39:03.160,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל אני משאה שהיא מבינה,",,"but I hope she understands,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0956
S-0957,00:39:03.280,00:39:05.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שאם כלים של AI עובדים על זה,",,that if AI tools work on this.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0957
S-0958,00:39:08.510,00:39:11.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל מה שדיברנו זה על כלים של AI,",,"All of this we talked about are AI tools,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0958
S-0959,00:39:11.500,00:39:11.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זאת אומרת,",,"That means,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0959
S-0960,00:39:11.900,00:39:13.120,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לא דיברנו על דברים אחרים.,,We didn't talk about other things.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0960
S-0961,00:39:13.790,00:39:13.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,כן.,,Yes.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0961
S-0962,00:39:14.150,00:39:23.630,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני מנסה שנייה להבין האם בתוך מימיק יש לי גם את כל הדברים הנוספים,",,"I'm trying to understand for a moment whether in MIMIC I also have all the additional things,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0962
S-0963,00:39:24.150,00:39:25.850,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז אני אגיד רק שבמימיק,",,"So I'll just say that in MIMIC,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0963
S-0964,00:39:26.150,00:39:28.910,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אולי אני אפילו ישנה את זה קצת,",,"Maybe I even change it a bit,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0964
S-0965,00:39:30.970,00:39:33.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ארנון, אני אומרת שאני משנה את זה,",,"Arnon, I say that I change it,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0965
S-0966,00:39:33.870,00:39:36.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני עושה פולדר בתוך מימיק דאטה סט,",,"I make a folder in MIMIC data set,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0966
S-0967,00:39:36.970,00:39:44.430,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואת האנליסיס ואת כל הדברים אני שמה תחת דאטה סט,",,"and then the analysis and all these things I put under a data set,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0967
S-0968,00:39:44.430,00:39:49.990,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו את כל הקבצים אני שמה אותם דרך דאטה סט,",,"As if I'm putting all the files through a data set,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0968
S-0969,00:39:49.990,00:39:55.030,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בואו נראה שזה לא, את האינדקס הזה הוא לא קשור,",,"Let's see, this index is not related,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0969
S-0970,00:39:55.110,00:39:57.410,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"את האינדקס זה משהו שיצרנו אנחנו,",,"This index is something we created,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0970
S-0971,00:39:59.830,00:40:00.950,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"דאטה סט,",,"Data set,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0971
